acct,utc_date,num_courses_visited,total_minutes_visited,lessons_completed,projects_completed
0,8/5/15,3,121.3011078,1,0
0,9/5/15,1,78.96648183,0,0
0,10/5/15,2,39.11857183,0,0
0,11/5/15,1,130.2379003,0,0
0,12/5/15,1,8.6603245,0,0
0,13/5/15,0,0,0,0
0,14/5/15,0,0,0,0
0,15/5/15,0,0,0,0
0,16/5/15,0,0,0,0
0,17/5/15,0,0,0,0
0,18/5/15,0,0,0,0
0,19/5/15,0,0,0,0
0,20/5/15,0,0,0,0
0,21/5/15,0,0,0,0
0,22/5/15,0,0,0,0
0,23/5/15,0,0,0,0
0,24/5/15,0,0,0,0
0,25/5/15,0,0,0,0
0,26/5/15,0,0,0,0
0,27/5/15,0,0,0,0
0,28/5/15,0,0,0,0
0,29/5/15,0,0,0,0
0,30/5/15,0,0,0,0
0,31/5/15,0,0,0,0
0,1/6/15,0,0,0,0
0,2/6/15,0,0,0,0
0,3/6/15,0,0,0,0
0,4/6/15,0,0,0,0
0,5/6/15,0,0,0,0
0,6/6/15,0,0,0,0
0,7/6/15,0,0,0,0
0,8/6/15,0,0,0,0
0,9/6/15,0,0,0,0
0,10/6/15,0,0,0,0
0,11/6/15,0,0,0,0
0,12/6/15,1,12.23136533,0,0
0,13/6/15,0,0,0,0
0,14/6/15,0,0,0,0
0,15/6/15,0,0,0,0
0,16/6/15,0,0,0,0
0,17/6/15,0,0,0,0
0,18/6/15,1,75.93212183,1,0
0,19/6/15,1,72.5781645,1,0
0,20/6/15,0,0,0,0
0,21/6/15,0,0,0,0
0,22/6/15,0,0,0,0
0,23/6/15,0,0,0,0
0,24/6/15,1,94.79828567,0,0
0,25/6/15,0,0,0,0
0,26/6/15,1,50.70915767,0,0
0,27/6/15,0,0,0,0
0,28/6/15,1,104.3308655,0,0
0,29/6/15,1,211.4023882,2,0
0,30/6/15,1,13.50550717,0,0
0,1/7/15,0,0,0,0
0,2/7/15,0,0,0,0
0,3/7/15,0,0,0,0
0,4/7/15,0,0,0,0
0,5/7/15,0,0,0,0
0,6/7/15,0,0,0,0
0,7/7/15,0,0,0,0
0,8/7/15,0,0,0,0
0,9/7/15,0,0,0,0
0,10/7/15,0,0,0,0
0,11/7/15,0,0,0,0
0,12/7/15,0,0,0,0
0,13/7/15,0,0,0,0
0,14/7/15,0,0,0,0
0,15/7/15,0,0,0,0
0,16/7/15,0,0,0,0
0,17/7/15,0,0,0,0
0,18/7/15,0,0,0,0
0,19/7/15,0,0,0,0
0,20/7/15,0,0,0,0
0,21/7/15,0,0,0,0
0,22/7/15,0,0,0,0
0,23/7/15,0,0,0,0
0,24/7/15,0,0,0,0
0,25/7/15,0,0,0,0
0,27/7/15,0,0,0,1
0,28/7/15,0,0,0,0
0,29/7/15,0,0,0,0
0,30/7/15,0,0,0,0
0,31/7/15,0,0,0,0
0,1/8/15,0,0,0,0
0,2/8/15,0,0,0,0
0,3/8/15,0,0,0,0
0,4/8/15,0,0,0,0
0,5/8/15,0,0,0,0
0,6/8/15,0,0,0,0
0,7/8/15,0,0,0,0
0,8/8/15,0,0,0,0
0,9/8/15,0,0,0,0
0,10/8/15,0,0,0,0
0,11/8/15,0,0,0,0
0,12/8/15,0,0,0,0
0,13/8/15,0,0,0,0
0,14/8/15,1,4.729416167,0,0
0,15/8/15,0,0,0,0
0,16/8/15,0,0,0,0
0,17/8/15,0,0,0,0
0,18/8/15,0,0,0,0
0,19/8/15,0,0,0,0
0,20/8/15,0,0,0,0
0,21/8/15,0,0,0,0
0,22/8/15,0,0,0,0
0,23/8/15,0,0,0,0
0,24/8/15,0,0,0,0
0,25/8/15,0,0,0,0
0,26/8/15,1,14.96941617,0,0
0,27/8/15,0,0,0,0
1,6/5/15,1,9.640248,0,0
1,7/5/15,0,0,0,0
1,8/5/15,0,0,0,0
1,9/5/15,0,0,0,0
1,10/5/15,0,0,0,0
1,11/5/15,0,0,0,0
1,12/5/15,1,8.936136667,0,0
1,13/5/15,2,202.4374995,2,0
1,14/5/15,1,300.8201817,2,0
1,15/5/15,1,144.2232583,0,0
1,16/5/15,0,0,0,0
1,17/5/15,0,0,0,0
1,18/5/15,1,250.7725985,2,0
1,19/5/15,2,343.2474962,3,0
1,20/5/15,0,0,0,0
1,21/5/15,1,63.902367,0,0
1,22/5/15,1,189.4586242,0,0
1,23/5/15,0,0,0,0
1,24/5/15,0,0,0,0
1,25/5/15,0,0,0,0
1,26/5/15,3,151.3747132,0,0
1,27/5/15,1,125.0190875,0,0
1,28/5/15,2,187.35692,0,0
1,29/5/15,1,88.849618,0,0
1,30/5/15,2,18.118867,0,0
1,31/5/15,1,26.535007,1,0
1,1/6/15,0,0,0,0
1,2/6/15,1,110.0918913,1,0
1,3/6/15,0,0,0,0
1,4/6/15,0,0,0,0
1,5/6/15,1,195.111528,1,0
1,6/6/15,1,62.82414917,1,0
1,7/6/15,0,0,0,0
1,8/6/15,2,130.3136958,1,0
1,9/6/15,1,211.1396013,2,0
1,10/6/15,1,71.39473817,1,0
1,11/6/15,1,159.5672787,0,0
1,12/6/15,1,9.3085855,0,0
1,13/6/15,0,0,0,0
1,14/6/15,0,0,0,0
1,15/6/15,0,0,0,0
1,16/6/15,0,0,0,0
1,17/6/15,0,0,0,0
1,18/6/15,0,0,0,0
1,19/6/15,0,0,0,0
1,20/6/15,0,0,0,0
1,21/6/15,0,0,0,0
1,22/6/15,0,0,0,0
1,23/6/15,0,0,0,0
1,24/6/15,0,0,0,0
1,25/6/15,1,9.0560495,0,0
1,26/6/15,0,0,0,0
1,27/6/15,0,0,0,0
1,28/6/15,0,0,0,0
1,29/6/15,0,0,0,0
1,30/6/15,0,0,0,0
1,1/7/15,0,0,0,0
1,2/7/15,0,0,0,0
1,3/7/15,0,0,0,0
1,4/7/15,0,0,0,0
1,5/7/15,0,0,0,0
1,6/7/15,0,0,0,0
1,7/7/15,0,0,0,0
1,8/7/15,0,0,0,0
1,9/7/15,2,20.74613467,0,0
1,10/7/15,6,653.5288803,4,0
1,11/7/15,2,32.816762,0,0
1,12/7/15,1,2.619308833,0,0
1,13/7/15,0,0,0,0
1,14/7/15,0,0,0,0
1,15/7/15,0,0,0,0
1,16/7/15,0,0,0,0
1,17/7/15,0,0,0,0
1,18/7/15,0,0,0,0
1,19/7/15,0,0,0,0
1,20/7/15,0,0,0,0
1,21/7/15,3,263.1108015,1,0
1,22/7/15,1,7.6601485,0,0
1,23/7/15,0,0,0,0
1,24/7/15,1,101.1307422,1,0
1,25/7/15,0,0,0,0
1,27/7/15,0,0,0,0
1,28/7/15,0,0,0,0
1,29/7/15,0,0,0,0
1,30/7/15,0,0,0,0
1,31/7/15,0,0,0,0
1,1/8/15,0,0,0,0
1,2/8/15,0,0,0,0
1,3/8/15,0,0,0,0
1,4/8/15,0,0,0,0
1,5/8/15,0,0,0,0
1,6/8/15,0,0,0,0
1,7/8/15,0,0,0,0
1,8/8/15,0,0,0,0
1,9/8/15,0,0,0,0
1,10/8/15,0,0,0,0
1,11/8/15,0,0,0,0
1,12/8/15,0,0,0,0
1,13/8/15,0,0,0,0
1,14/8/15,0,0,0,0
1,15/8/15,0,0,0,0
1,16/8/15,0,0,0,0
1,17/8/15,0,0,0,0
1,18/8/15,0,0,0,0
1,19/8/15,0,0,0,0
1,20/8/15,1,18.94377483,0,0
1,21/8/15,1,6.748840833,0,0
1,22/8/15,0,0,0,0
1,23/8/15,0,0,0,0
1,24/8/15,1,5.268997,0,0
1,25/8/15,1,30.10219083,0,0
1,26/8/15,1,84.06775417,0,0
1,27/8/15,0,0,0,0
2,8/6/15,0,0,0,0
2,9/6/15,0,0,0,0
2,10/6/15,0,0,0,0
2,11/6/15,0,0,0,0
2,12/6/15,0,0,0,0
2,13/6/15,0,0,0,0
2,14/6/15,0,0,0,0
2,15/6/15,0,0,0,0
2,16/6/15,0,0,0,0
2,17/6/15,0,0,0,0
2,18/6/15,0,0,0,0
2,19/6/15,0,0,0,0
2,20/6/15,0,0,0,0
2,21/6/15,0,0,0,0
2,22/6/15,0,0,0,0
2,23/6/15,0,0,0,0
2,24/6/15,0,0,0,0
2,25/6/15,0,0,0,0
2,26/6/15,0,0,0,0
2,27/6/15,0,0,0,0
2,28/6/15,0,0,0,0
2,29/6/15,0,0,0,0
2,30/6/15,0,0,0,0
2,1/7/15,0,0,0,0
2,2/7/15,0,0,0,0
2,3/7/15,0,0,0,0
2,4/7/15,0,0,0,0
2,5/7/15,2,52.4235215,0,0
2,6/7/15,1,40.32960333,0,0
2,7/7/15,2,72.7622655,0,0
2,8/7/15,0,0,0,0
2,9/7/15,0,0,0,0
2,10/7/15,4,529.1546677,2,0
2,11/7/15,2,562.2041653,2,0
2,12/7/15,0,0,0,0
2,13/7/15,0,0,0,0
2,14/7/15,1,35.363993,0,0
2,15/7/15,0,0,0,0
2,16/7/15,0,0,0,0
2,17/7/15,1,110.5183147,0,0
2,18/7/15,1,3.824920333,0,0
2,19/7/15,2,237.4210448,1,0
2,20/7/15,1,257.4678087,1,0
2,21/7/15,0,0,0,0
2,22/7/15,0,0,0,0
2,23/7/15,0,0,0,0
2,24/7/15,1,5.9314785,0,0
2,25/7/15,1,48.06900983,0,0
2,27/7/15,1,151.7112622,1,0
2,28/7/15,0,0,0,0
2,29/7/15,1,33.02208533,0,0
2,30/7/15,0,0,0,0
2,31/7/15,3,118.4552222,1,0
2,1/8/15,0,0,0,0
2,2/8/15,0,0,0,0
2,3/8/15,0,0,0,0
2,4/8/15,1,11.14664433,0,0
2,5/8/15,0,0,0,0
2,6/8/15,0,0,0,0
2,7/8/15,1,3.6482675,0,0
2,8/8/15,0,0,0,0
2,9/8/15,0,0,0,0
2,10/8/15,0,0,0,0
2,11/8/15,0,0,0,0
2,12/8/15,0,0,0,0
2,13/8/15,0,0,0,0
2,14/8/15,0,0,0,0
2,15/8/15,0,0,0,0
2,16/8/15,2,20.898717,0,0
2,17/8/15,1,80.47559133,0,0
2,18/8/15,1,126.233124,0,0
2,19/8/15,1,71.506794,0,0
2,20/8/15,1,33.092238,0,0
2,21/8/15,1,42.43361617,0,0
2,22/8/15,1,12.33607817,0,0
2,23/8/15,1,5.702436167,0,0
2,24/8/15,1,23.6492425,0,0
2,25/8/15,1,70.677827,0,0
2,26/8/15,1,161.6815685,0,0
2,27/8/15,1,55.28853717,1,0
3,10/11/14,2,136.1835995,0,0
3,11/11/14,1,11.0550435,0,0
3,12/11/14,1,34.615231,1,0
3,13/11/14,1,406.3332692,3,0
3,14/11/14,2,91.475528,0,0
3,15/11/14,1,148.2441033,2,0
3,16/11/14,0,0,0,0
3,17/11/14,1,195.6512002,2,0
3,18/11/14,2,163.3229915,1,0
3,19/11/14,0,0,0,0
3,20/11/14,2,54.30447583,0,0
3,21/11/14,2,64.15618933,0,0
3,22/11/14,1,35.82657267,0,0
3,23/11/14,0,0,0,0
3,24/11/14,0,0,0,1
3,25/11/14,1,109.8568135,3,0
3,26/11/14,1,86.58777783,1,0
3,27/11/14,0,0,0,0
3,28/11/14,0,0,0,0
3,29/11/14,0,0,0,0
3,30/11/14,0,0,0,0
3,1/12/14,0,0,0,0
3,2/12/14,1,136.182332,1,0
3,3/12/14,0,0,0,0
3,4/12/14,0,0,0,0
3,5/12/14,1,44.73907483,0,0
3,6/12/14,0,0,0,0
3,7/12/14,0,0,0,0
3,8/12/14,0,0,0,0
3,9/12/14,1,46.81838767,1,0
3,10/12/14,0,0,0,0
3,11/12/14,1,128.9821192,0,0
3,12/12/14,0,0,0,0
3,13/12/14,0,0,0,0
3,14/12/14,1,101.5958455,2,0
3,15/12/14,0,0,0,0
3,16/12/14,0,0,0,0
3,17/12/14,1,71.521254,0,0
3,18/12/14,0,0,0,0
3,19/12/14,0,0,0,0
3,20/12/14,0,0,0,0
3,21/12/14,1,174.8517835,3,0
3,22/12/14,0,0,0,0
3,23/12/14,0,0,0,0
3,24/12/14,0,0,0,0
3,25/12/14,0,0,0,0
3,26/12/14,0,0,0,0
3,27/12/14,1,5.7076545,0,0
3,28/12/14,1,62.287003,0,0
3,29/12/14,0,0,0,0
3,30/12/14,0,0,0,0
3,31/12/14,0,0,0,0
3,1/1/15,0,0,0,0
3,2/1/15,0,0,0,0
3,3/1/15,0,0,0,0
3,4/1/15,0,0,0,0
3,5/1/15,0,0,0,0
3,6/1/15,0,0,0,0
3,7/1/15,0,0,0,0
3,8/1/15,0,0,0,0
3,9/1/15,0,0,0,0
3,10/1/15,1,26.83747617,0,0
3,11/1/15,0,0,0,0
3,12/1/15,0,0,0,0
3,13/1/15,0,0,0,0
3,14/1/15,0,0,0,0
3,15/1/15,0,0,0,0
3,16/1/15,0,0,0,0
3,17/1/15,0,0,0,0
3,18/1/15,0,0,0,0
3,19/1/15,1,58.36181217,1,0
3,20/1/15,0,0,0,0
3,21/1/15,0,0,0,0
3,22/1/15,0,0,0,0
3,23/1/15,0,0,0,0
3,24/1/15,0,0,0,0
3,25/1/15,0,0,0,0
3,26/1/15,2,113.8840842,0,0
3,27/1/15,0,0,0,0
3,28/1/15,0,0,0,0
3,29/1/15,0,0,0,0
3,30/1/15,0,0,0,0
3,31/1/15,0,0,0,0
3,1/2/15,0,0,0,0
3,2/2/15,0,0,0,0
3,3/2/15,0,0,0,0
3,4/2/15,0,0,0,0
3,5/2/15,0,0,0,0
3,6/2/15,0,0,0,0
3,7/2/15,0,0,0,0
3,8/2/15,0,0,0,0
3,9/2/15,0,0,0,0
3,10/2/15,0,0,0,0
3,11/2/15,0,0,0,0
3,12/2/15,0,0,0,0
3,13/2/15,0,0,0,0
3,14/2/15,0,0,0,0
3,15/2/15,0,0,0,0
3,16/2/15,0,0,0,0
3,17/2/15,0,0,0,0
3,18/2/15,0,0,0,0
3,19/2/15,0,0,0,0
3,20/2/15,0,0,0,0
3,21/2/15,0,0,0,0
3,22/2/15,0,0,0,0
3,23/2/15,0,0,0,0
3,24/2/15,0,0,0,0
3,25/2/15,0,0,0,0
3,26/2/15,0,0,0,0
3,27/2/15,0,0,0,0
3,28/2/15,0,0,0,0
3,1/3/15,0,0,0,0
3,2/3/15,0,0,0,0
3,3/3/15,0,0,0,0
3,4/3/15,1,21.26535967,0,0
3,5/3/15,0,0,0,0
3,6/3/15,0,0,0,0
3,7/3/15,0,0,0,0
3,8/3/15,0,0,0,0
3,9/3/15,0,0,0,0
3,10/3/15,0,0,0,0
3,11/3/15,0,0,0,0
3,12/3/15,0,0,0,0
3,13/3/15,0,0,0,0
3,14/3/15,0,0,0,0
3,15/3/15,0,0,0,0
3,16/3/15,0,0,0,0
3,17/3/15,0,0,0,0
3,18/3/15,0,0,0,0
3,19/3/15,0,0,0,0
3,20/3/15,0,0,0,0
3,21/3/15,0,0,0,0
3,22/3/15,0,0,0,0
3,23/3/15,0,0,0,0
3,24/3/15,0,0,0,0
3,25/3/15,0,0,0,0
3,26/3/15,0,0,0,0
3,27/3/15,0,0,0,0
3,28/3/15,0,0,0,0
3,29/3/15,1,19.87230183,0,0
3,30/3/15,0,0,0,0
3,31/3/15,1,14.57459317,0,0
3,1/4/15,0,0,0,0
3,2/4/15,0,0,0,0
3,3/4/15,1,12.497801,0,0
3,4/4/15,1,61.63806567,0,0
3,5/4/15,0,0,0,0
3,6/4/15,0,0,0,0
3,7/4/15,1,107.8494705,2,0
3,8/4/15,0,0,0,0
3,9/4/15,0,0,0,0
3,10/4/15,0,0,0,0
3,11/4/15,0,0,0,0
3,12/4/15,1,3.468875667,0,0
3,13/4/15,2,12.99817833,0,0
3,14/4/15,0,0,0,0
3,15/4/15,1,20.6778245,0,0
3,16/4/15,2,20.05770617,0,0
3,17/4/15,0,0,0,0
3,18/4/15,1,213.3095908,2,0
3,19/4/15,0,0,0,0
3,20/4/15,0,0,0,0
3,21/4/15,0,0,0,0
3,22/4/15,0,0,0,0
3,23/4/15,0,0,0,1
3,24/4/15,0,0,0,0
3,25/4/15,0,0,0,0
3,26/4/15,1,165.4050603,1,0
3,27/4/15,0,0,0,0
3,28/4/15,0,0,0,0
3,29/4/15,0,0,0,0
3,30/4/15,0,0,0,0
3,1/5/15,0,0,0,0
3,2/5/15,0,0,0,0
3,3/5/15,2,108.5555075,2,0
3,4/5/15,0,0,0,0
3,5/5/15,0,0,0,0
3,6/5/15,0,0,0,0
3,7/5/15,0,0,0,0
3,8/5/15,0,0,0,0
3,9/5/15,0,0,0,0
3,10/5/15,0,0,0,0
3,11/5/15,0,0,0,0
3,12/5/15,1,117.2638572,1,0
3,13/5/15,0,0,0,0
3,14/5/15,0,0,0,0
3,15/5/15,0,0,0,0
3,16/5/15,0,0,0,0
3,17/5/15,0,0,0,0
3,18/5/15,0,0,0,0
3,19/5/15,0,0,0,0
3,20/5/15,0,0,0,0
3,21/5/15,0,0,0,0
3,22/5/15,0,0,0,0
3,23/5/15,0,0,0,0
3,24/5/15,0,0,0,0
3,25/5/15,0,0,0,0
3,26/5/15,1,22.10312683,0,0
3,27/5/15,0,0,0,0
3,28/5/15,0,0,0,0
3,29/5/15,0,0,0,0
3,30/5/15,1,139.6698323,3,0
3,31/5/15,1,264.7127685,3,0
3,1/6/15,0,0,0,0
3,2/6/15,0,0,0,0
3,3/6/15,0,0,0,0
3,4/6/15,1,128.480817,2,0
3,5/6/15,0,0,0,0
3,6/6/15,0,0,0,0
3,7/6/15,0,0,0,0
3,8/6/15,0,0,0,0
3,9/6/15,0,0,0,0
3,10/6/15,0,0,0,0
3,11/6/15,0,0,0,0
3,12/6/15,0,0,0,0
3,13/6/15,0,0,0,0
3,14/6/15,0,0,0,0
3,15/6/15,0,0,0,0
3,16/6/15,0,0,0,0
3,17/6/15,0,0,0,0
3,18/6/15,0,0,0,0
3,19/6/15,0,0,0,0
3,20/6/15,0,0,0,0
3,21/6/15,1,54.94929917,0,0
3,22/6/15,1,132.9504787,1,0
3,23/6/15,1,29.17292167,0,0
3,24/6/15,0,0,0,0
3,25/6/15,1,80.134017,1,0
3,26/6/15,0,0,0,0
3,27/6/15,0,0,0,0
3,28/6/15,1,133.2607182,3,0
3,29/6/15,0,0,0,0
3,30/6/15,1,18.42774683,0,0
3,1/7/15,0,0,0,0
3,2/7/15,0,0,0,0
3,3/7/15,0,0,0,0
3,4/7/15,0,0,0,0
3,5/7/15,0,0,0,0
3,6/7/15,0,0,0,0
3,7/7/15,0,0,0,0
3,8/7/15,0,0,0,0
3,9/7/15,0,0,0,0
3,10/7/15,0,0,0,0
3,11/7/15,0,0,0,0
3,12/7/15,0,0,0,0
3,13/7/15,0,0,0,0
3,14/7/15,0,0,0,0
3,15/7/15,0,0,0,0
3,16/7/15,0,0,0,0
3,17/7/15,0,0,0,0
3,18/7/15,0,0,0,0
3,19/7/15,0,0,0,0
3,20/7/15,0,0,0,0
3,21/7/15,0,0,0,0
3,22/7/15,0,0,0,0
3,23/7/15,0,0,0,0
3,24/7/15,0,0,0,0
3,25/7/15,0,0,0,0
3,27/7/15,0,0,0,0
3,28/7/15,0,0,0,0
3,29/7/15,0,0,0,0
3,30/7/15,0,0,0,0
3,31/7/15,0,0,0,0
3,1/8/15,0,0,0,0
3,2/8/15,0,0,0,0
3,3/8/15,0,0,0,0
3,4/8/15,0,0,0,0
3,5/8/15,0,0,0,0
3,6/8/15,0,0,0,0
3,7/8/15,0,0,0,0
3,8/8/15,0,0,0,0
3,9/8/15,1,9.341378333,0,0
3,10/8/15,0,0,0,0
3,11/8/15,0,0,0,0
3,12/8/15,0,0,0,0
3,13/8/15,0,0,0,0
3,14/8/15,0,0,0,0
3,15/8/15,0,0,0,0
3,16/8/15,0,0,0,0
3,17/8/15,0,0,0,0
3,18/8/15,0,0,0,0
3,19/8/15,0,0,0,0
3,20/8/15,0,0,0,0
3,21/8/15,0,0,0,0
3,22/8/15,0,0,0,0
3,23/8/15,0,0,0,0
3,24/8/15,0,0,0,0
3,25/8/15,0,0,0,0
3,26/8/15,0,0,0,0
3,27/8/15,0,0,0,0
4,12/5/15,0,0,0,0
4,13/5/15,0,0,0,0
4,14/5/15,0,0,0,0
4,15/5/15,1,33.32140467,0,0
4,16/5/15,0,0,0,0
4,17/5/15,0,0,0,0
4,18/5/15,0,0,0,0
4,19/5/15,0,0,0,0
4,20/5/15,0,0,0,0
4,21/5/15,0,0,0,0
4,22/5/15,0,0,0,0
4,23/5/15,0,0,0,0
4,24/5/15,0,0,0,0
4,25/5/15,0,0,0,0
4,26/5/15,0,0,0,0
4,27/5/15,0,0,0,0
4,28/5/15,0,0,0,0
4,29/5/15,0,0,0,0
4,30/5/15,0,0,0,0
4,31/5/15,0,0,0,0
4,1/6/15,0,0,0,0
4,2/6/15,0,0,0,0
4,3/6/15,0,0,0,0
4,4/6/15,0,0,0,0
4,5/6/15,0,0,0,0
4,6/6/15,0,0,0,0
4,7/6/15,0,0,0,0
4,8/6/15,1,13.13445667,0,0
4,9/6/15,2,92.56354817,1,0
4,10/6/15,1,179.3150025,2,0
4,11/6/15,1,134.7605515,1,0
4,12/6/15,1,71.17957517,0,0
4,13/6/15,1,113.3559705,1,0
4,14/6/15,1,221.1220845,1,0
4,15/6/15,1,117.8961227,0,0
4,16/6/15,1,93.99754567,0,0
4,17/6/15,1,203.6671522,2,0
4,18/6/15,0,0,0,0
4,19/6/15,1,37.23160267,0,0
4,20/6/15,1,7.608842333,0,0
4,21/6/15,0,0,0,0
4,22/6/15,2,39.00924283,0,0
4,23/6/15,0,0,0,0
4,24/6/15,1,6.264035333,0,0
4,25/6/15,0,0,0,0
4,26/6/15,0,0,0,0
4,27/6/15,0,0,0,0
4,28/6/15,0,0,0,0
4,29/6/15,0,0,0,0
4,30/6/15,2,69.209339,0,0
4,1/7/15,1,24.13036017,0,0
4,2/7/15,0,0,0,0
4,3/7/15,0,0,0,0
4,4/7/15,0,0,0,0
4,5/7/15,0,0,0,0
4,6/7/15,1,64.74927583,0,0
4,7/7/15,1,15.801766,1,0
4,8/7/15,0,0,0,0
4,9/7/15,0,0,0,0
4,10/7/15,0,0,0,0
4,11/7/15,0,0,0,0
4,12/7/15,0,0,0,0
4,13/7/15,2,66.29571933,0,0
4,14/7/15,1,51.07244933,0,0
4,15/7/15,0,0,0,0
4,16/7/15,1,92.90444167,0,0
4,17/7/15,1,32.908876,1,0
4,18/7/15,0,0,0,0
4,19/7/15,0,0,0,0
4,20/7/15,0,0,0,0
4,21/7/15,0,0,0,0
4,22/7/15,0,0,0,0
4,23/7/15,1,243.9221733,1,0
4,24/7/15,1,139.8597738,0,0
4,25/7/15,1,80.554397,1,0
4,27/7/15,1,303.2937875,1,0
4,28/7/15,1,245.8670642,0,0
4,29/7/15,1,201.2986587,2,0
4,30/7/15,0,0,0,0
4,31/7/15,1,90.88022283,0,0
4,1/8/15,1,13.66944267,0,0
4,2/8/15,1,122.3922818,1,0
4,3/8/15,2,240.7436113,2,0
4,4/8/15,1,256.6267868,0,0
4,5/8/15,0,0,0,0
4,6/8/15,0,0,0,0
4,7/8/15,0,0,0,0
4,8/8/15,0,0,0,0
4,9/8/15,0,0,0,0
4,10/8/15,0,0,0,0
4,11/8/15,1,2.0412855,0,0
4,12/8/15,0,0,0,0
4,13/8/15,0,0,0,0
4,14/8/15,0,0,0,0
4,15/8/15,0,0,0,0
4,16/8/15,0,0,0,0
4,17/8/15,0,0,0,0
4,18/8/15,0,0,0,0
4,19/8/15,0,0,0,0
4,20/8/15,0,0,0,0
